apps,bondmode,bytes,time,mbytes-sec
intel,Balance_Round_Robin-4NICs-layer2,4096,40.06,102.26
intel,Balance_Round_Robin-4NICs-layer2,8192,46.35,176.76
intel,Balance_Round_Robin-4NICs-layer2,16384,68.45,239.35
intel,Balance_Round_Robin-4NICs-layer2,32768,113.79,287.96
intel,Balance_Round_Robin-4NICs-layer2,65536,113.02,579.86
intel,Balance_Round_Robin-4NICs-layer2,131072,164.11,798.68
intel,Balance_Round_Robin-4NICs-layer2,262144,257.87,1016.58
intel,Balance_Round_Robin-4NICs-layer2,524288,434.19,1207.51
intel,Balance_Round_Robin-4NICs-layer2,1048576,782.96,1339.24
intel,Balance_Round_Robin-4NICs-layer2,2097152,1632.10,1284.94
intel,Balance_Round_Robin-4NICs-layer2,4194304,3538.32,1185.39
intel,Balance_Round_Robin-4NICs-layer2,0,27.37,0.00
intel,Balance_Round_Robin-4NICs-layer2,1,26.34,0.04
intel,Balance_Round_Robin-4NICs-layer2,2,26.67,0.07
